epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
559,440.617,0.4584,0.54138,0.87873,0.91358,0.9539,0.98193,0.88843,0.41905,0.48771,0.84181,0.000343827,0.000343827,0.000343827
560,441.392,0.51605,0.54292,0.89301,0.92551,0.95206,0.98417,0.88954,0.41784,0.48494,0.84094,0.000342452,0.000342452,0.000342452
561,442.144,0.54163,0.6245,0.88253,0.92551,0.95206,0.98417,0.88954,0.41784,0.48494,0.84094,0.000341077,0.000341077,0.000341077
562,442.929,0.56005,0.58852,0.87332,0.92551,0.95206,0.98417,0.88954,0.41784,0.48494,0.84094,0.000339702,0.000339702,0.000339702
563,443.703,0.50356,0.53949,0.86443,0.92551,0.95206,0.98417,0.88954,0.41784,0.48494,0.84094,0.000338327,0.000338327,0.000338327
564,444.486,0.45182,0.49332,0.86292,0.92199,0.94669,0.98044,0.8945,0.4098,0.48308,0.83935,0.000336952,0.000336952,0.000336952
565,445.222,0.482,0.49654,0.88704,0.92199,0.94669,0.98044,0.8945,0.4098,0.48308,0.83935,0.000335578,0.000335578,0.000335578
566,445.974,0.44973,0.52496,0.86549,0.92199,0.94669,0.98044,0.8945,0.4098,0.48308,0.83935,0.000334203,0.000334203,0.000334203
567,446.733,0.45091,0.52884,0.87577,0.92199,0.94669,0.98044,0.8945,0.4098,0.48308,0.83935,0.000332828,0.000332828,0.000332828
568,447.503,0.42563,0.50082,0.86734,0.9106,0.94614,0.97777,0.89688,0.40184,0.48423,0.83677,0.000331453,0.000331453,0.000331453
569,448.267,0.51743,0.52857,0.87482,0.9106,0.94614,0.97777,0.89688,0.40184,0.48423,0.83677,0.000330078,0.000330078,0.000330078
570,449.026,0.38302,0.51324,0.90021,0.9106,0.94614,0.97777,0.89688,0.40184,0.48423,0.83677,0.000328703,0.000328703,0.000328703
571,449.808,0.45628,0.5007,0.88171,0.9106,0.94614,0.97777,0.89688,0.40184,0.48423,0.83677,0.000327328,0.000327328,0.000327328
572,450.596,0.49406,0.52293,0.88674,0.9153,0.94617,0.9775,0.89444,0.4052,0.49248,0.83676,0.000325954,0.000325954,0.000325954
573,451.367,0.53734,0.58474,0.8812,0.9153,0.94617,0.9775,0.89444,0.4052,0.49248,0.83676,0.000324579,0.000324579,0.000324579
574,452.127,0.47314,0.53792,0.87114,0.9153,0.94617,0.9775,0.89444,0.4052,0.49248,0.83676,0.000323204,0.000323204,0.000323204
575,452.877,0.49318,0.52567,0.88226,0.9153,0.94617,0.9775,0.89444,0.4052,0.49248,0.83676,0.000321829,0.000321829,0.000321829
576,453.637,0.45238,0.53534,0.89454,0.91709,0.94461,0.97718,0.88138,0.41588,0.49709,0.839,0.000320454,0.000320454,0.000320454
577,454.398,0.43014,0.49708,0.84279,0.91709,0.94461,0.97718,0.88138,0.41588,0.49709,0.839,0.000319079,0.000319079,0.000319079
578,455.145,0.53063,0.57613,0.88691,0.91709,0.94461,0.97718,0.88138,0.41588,0.49709,0.839,0.000317704,0.000317704,0.000317704
579,455.905,0.41263,0.50216,0.84818,0.91709,0.94461,0.97718,0.88138,0.41588,0.49709,0.839,0.000316329,0.000316329,0.000316329
580,456.665,0.3653,0.54074,0.86471,0.91189,0.94156,0.97739,0.88864,0.41805,0.49302,0.83908,0.000314955,0.000314955,0.000314955
581,457.413,0.56096,0.58701,0.88867,0.91189,0.94156,0.97739,0.88864,0.41805,0.49302,0.83908,0.00031358,0.00031358,0.00031358
582,458.164,0.42638,0.52529,0.87247,0.91189,0.94156,0.97739,0.88864,0.41805,0.49302,0.83908,0.000312205,0.000312205,0.000312205
583,458.911,0.43734,0.53597,0.85624,0.91189,0.94156,0.97739,0.88864,0.41805,0.49302,0.83908,0.00031083,0.00031083,0.00031083
584,459.691,0.47701,0.51589,0.86595,0.91623,0.94538,0.97958,0.89207,0.4222,0.4865,0.83952,0.000309455,0.000309455,0.000309455
585,460.444,0.47102,0.53842,0.88617,0.91623,0.94538,0.97958,0.89207,0.4222,0.4865,0.83952,0.00030808,0.00030808,0.00030808
586,461.226,0.45036,0.56512,0.84768,0.91623,0.94538,0.97958,0.89207,0.4222,0.4865,0.83952,0.000306705,0.000306705,0.000306705
587,462.009,0.49437,0.51585,0.89058,0.91623,0.94538,0.97958,0.89207,0.4222,0.4865,0.83952,0.000305331,0.000305331,0.000305331
588,462.779,0.44714,0.51301,0.85622,0.96726,0.9119,0.98224,0.88803,0.42551,0.4802,0.84093,0.000303956,0.000303956,0.000303956
589,463.551,0.45081,0.54042,0.8646,0.96726,0.9119,0.98224,0.88803,0.42551,0.4802,0.84093,0.000302581,0.000302581,0.000302581
590,464.329,0.4667,0.58382,0.85821,0.96726,0.9119,0.98224,0.88803,0.42551,0.4802,0.84093,0.000301206,0.000301206,0.000301206
591,465.079,0.43697,0.53016,0.88036,0.96726,0.9119,0.98224,0.88803,0.42551,0.4802,0.84093,0.000299831,0.000299831,0.000299831
592,465.872,0.4671,0.4941,0.8785,0.92314,0.94229,0.97995,0.88636,0.42212,0.47674,0.84074,0.000298456,0.000298456,0.000298456
593,466.623,0.50488,0.52164,0.88904,0.92314,0.94229,0.97995,0.88636,0.42212,0.47674,0.84074,0.000297081,0.000297081,0.000297081
594,467.386,0.52081,0.5423,0.90838,0.92314,0.94229,0.97995,0.88636,0.42212,0.47674,0.84074,0.000295707,0.000295707,0.000295707
595,468.127,0.52473,0.59876,0.86558,0.92314,0.94229,0.97995,0.88636,0.42212,0.47674,0.84074,0.000294332,0.000294332,0.000294332
596,468.91,0.42001,0.49583,0.84362,0.93325,0.93569,0.9807,0.88351,0.41693,0.47966,0.84018,0.000292957,0.000292957,0.000292957
597,469.665,0.40412,0.47183,0.88519,0.93325,0.93569,0.9807,0.88351,0.41693,0.47966,0.84018,0.000291582,0.000291582,0.000291582
598,470.591,0.5045,0.55951,0.89509,0.93325,0.93569,0.9807,0.88351,0.41693,0.47966,0.84018,0.000290207,0.000290207,0.000290207
599,471.373,0.42261,0.48811,0.884,0.93325,0.93569,0.9807,0.88351,0.41693,0.47966,0.84018,0.000288832,0.000288832,0.000288832
600,472.159,0.47746,0.5348,0.87813,0.93086,0.9385,0.9806,0.89285,0.41212,0.48098,0.84006,0.000287457,0.000287457,0.000287457
601,472.919,0.48669,0.51551,0.84045,0.93086,0.9385,0.9806,0.89285,0.41212,0.48098,0.84006,0.000286083,0.000286083,0.000286083
602,473.682,0.41169,0.49145,0.8881,0.93086,0.9385,0.9806,0.89285,0.41212,0.48098,0.84006,0.000284708,0.000284708,0.000284708
603,474.463,0.47738,0.54371,0.8565,0.93086,0.9385,0.9806,0.89285,0.41212,0.48098,0.84006,0.000283333,0.000283333,0.000283333
604,475.264,0.47902,0.52455,0.86932,0.92758,0.93861,0.98459,0.89949,0.41037,0.48148,0.84033,0.000281958,0.000281958,0.000281958
605,476.031,0.41719,0.54204,0.90752,0.92758,0.93861,0.98459,0.89949,0.41037,0.48148,0.84033,0.000280583,0.000280583,0.000280583
606,476.809,0.47931,0.5401,0.84125,0.92758,0.93861,0.98459,0.89949,0.41037,0.48148,0.84033,0.000279208,0.000279208,0.000279208
607,477.601,0.5015,0.54723,0.87984,0.92758,0.93861,0.98459,0.89949,0.41037,0.48148,0.84033,0.000277833,0.000277833,0.000277833
608,478.392,0.43851,0.51435,0.89316,0.92435,0.94266,0.98511,0.90011,0.40182,0.48162,0.83691,0.000276458,0.000276458,0.000276458
609,479.19,0.43709,0.47304,0.85247,0.92435,0.94266,0.98511,0.90011,0.40182,0.48162,0.83691,0.000275084,0.000275084,0.000275084
610,479.983,0.41606,0.49531,0.89461,0.92435,0.94266,0.98511,0.90011,0.40182,0.48162,0.83691,0.000273709,0.000273709,0.000273709
611,480.782,0.46355,0.51358,0.88525,0.92435,0.94266,0.98511,0.90011,0.40182,0.48162,0.83691,0.000272334,0.000272334,0.000272334
612,481.606,0.47213,0.543,0.85654,0.9241,0.95301,0.98537,0.90112,0.39094,0.47897,0.83346,0.000270959,0.000270959,0.000270959
613,482.386,0.44684,0.51221,0.88047,0.9241,0.95301,0.98537,0.90112,0.39094,0.47897,0.83346,0.000269584,0.000269584,0.000269584
614,483.173,0.6069,0.62488,0.871,0.9241,0.95301,0.98537,0.90112,0.39094,0.47897,0.83346,0.000268209,0.000268209,0.000268209
615,483.955,0.44257,0.52223,0.87751,0.9241,0.95301,0.98537,0.90112,0.39094,0.47897,0.83346,0.000266834,0.000266834,0.000266834
616,484.747,0.47981,0.52451,0.88046,0.93157,0.94612,0.98569,0.90071,0.38885,0.47522,0.83283,0.00026546,0.00026546,0.00026546
617,485.499,0.5269,0.54944,0.89781,0.93157,0.94612,0.98569,0.90071,0.38885,0.47522,0.83283,0.000264085,0.000264085,0.000264085
618,486.267,0.46395,0.5521,0.88322,0.93157,0.94612,0.98569,0.90071,0.38885,0.47522,0.83283,0.00026271,0.00026271,0.00026271
619,487.058,0.47425,0.53479,0.86359,0.93157,0.94612,0.98569,0.90071,0.38885,0.47522,0.83283,0.000261335,0.000261335,0.000261335
620,487.835,0.43408,0.5348,0.87829,0.93044,0.93846,0.98283,0.89927,0.38641,0.47273,0.8327,0.00025996,0.00025996,0.00025996
621,488.597,0.47426,0.51188,0.86726,0.93044,0.93846,0.98283,0.89927,0.38641,0.47273,0.8327,0.000258585,0.000258585,0.000258585
622,489.384,0.50124,0.54014,0.87971,0.93044,0.93846,0.98283,0.89927,0.38641,0.47273,0.8327,0.00025721,0.00025721,0.00025721
623,490.133,0.46445,0.50525,0.86328,0.93044,0.93846,0.98283,0.89927,0.38641,0.47273,0.8327,0.000255836,0.000255836,0.000255836
624,490.909,0.47206,0.57191,0.87358,0.92981,0.94339,0.98515,0.90446,0.38567,0.47412,0.83284,0.000254461,0.000254461,0.000254461
625,491.691,0.41536,0.52808,0.8598,0.92981,0.94339,0.98515,0.90446,0.38567,0.47412,0.83284,0.000253086,0.000253086,0.000253086
626,492.451,0.41812,0.49259,0.86362,0.92981,0.94339,0.98515,0.90446,0.38567,0.47412,0.83284,0.000251711,0.000251711,0.000251711
627,493.225,0.49278,0.50627,0.84961,0.92981,0.94339,0.98515,0.90446,0.38567,0.47412,0.83284,0.000250336,0.000250336,0.000250336
628,494.01,0.50202,0.512,0.89295,0.92005,0.94928,0.98268,0.90266,0.38386,0.47366,0.83286,0.000248961,0.000248961,0.000248961
629,494.788,0.499,0.53577,0.86588,0.92005,0.94928,0.98268,0.90266,0.38386,0.47366,0.83286,0.000247586,0.000247586,0.000247586
630,495.564,0.47859,0.50094,0.88909,0.92005,0.94928,0.98268,0.90266,0.38386,0.47366,0.83286,0.000246211,0.000246211,0.000246211
631,496.35,0.39946,0.49153,0.86716,0.92005,0.94928,0.98268,0.90266,0.38386,0.47366,0.83286,0.000244837,0.000244837,0.000244837
632,497.17,0.55244,0.53831,0.86651,0.99201,0.89351,0.98559,0.90738,0.3776,0.47323,0.83138,0.000243462,0.000243462,0.000243462
633,497.964,0.49728,0.55288,0.87839,0.99201,0.89351,0.98559,0.90738,0.3776,0.47323,0.83138,0.000242087,0.000242087,0.000242087
634,498.761,0.54006,0.5498,0.92601,0.99201,0.89351,0.98559,0.90738,0.3776,0.47323,0.83138,0.000240712,0.000240712,0.000240712
635,499.535,0.38276,0.48191,0.86837,0.99201,0.89351,0.98559,0.90738,0.3776,0.47323,0.83138,0.000239337,0.000239337,0.000239337
636,500.324,0.47381,0.5033,0.88423,0.98487,0.90247,0.98534,0.90542,0.38433,0.47146,0.83295,0.000237962,0.000237962,0.000237962
637,501.081,0.4007,0.49115,0.84723,0.98487,0.90247,0.98534,0.90542,0.38433,0.47146,0.83295,0.000236587,0.000236587,0.000236587
638,501.824,0.47532,0.51304,0.87913,0.98487,0.90247,0.98534,0.90542,0.38433,0.47146,0.83295,0.000235213,0.000235213,0.000235213
639,502.603,0.47652,0.51771,0.87356,0.98487,0.90247,0.98534,0.90542,0.38433,0.47146,0.83295,0.000233838,0.000233838,0.000233838
640,503.392,0.43158,0.50448,0.86354,0.93043,0.93761,0.98204,0.90628,0.39153,0.46856,0.83532,0.000232463,0.000232463,0.000232463
641,504.152,0.43462,0.48519,0.88599,0.93043,0.93761,0.98204,0.90628,0.39153,0.46856,0.83532,0.000231088,0.000231088,0.000231088
642,504.932,0.47969,0.51937,0.87866,0.93043,0.93761,0.98204,0.90628,0.39153,0.46856,0.83532,0.000229713,0.000229713,0.000229713
643,505.707,0.40557,0.46089,0.84238,0.93043,0.93761,0.98204,0.90628,0.39153,0.46856,0.83532,0.000228338,0.000228338,0.000228338
644,506.479,0.49823,0.54522,0.86923,0.90911,0.94774,0.98377,0.90489,0.38873,0.46884,0.835,0.000226963,0.000226963,0.000226963
645,507.258,0.49579,0.53085,0.86265,0.90911,0.94774,0.98377,0.90489,0.38873,0.46884,0.835,0.000225589,0.000225589,0.000225589
646,508.018,0.47111,0.52135,0.865,0.90911,0.94774,0.98377,0.90489,0.38873,0.46884,0.835,0.000224214,0.000224214,0.000224214
647,508.767,0.437,0.54045,0.88419,0.90911,0.94774,0.98377,0.90489,0.38873,0.46884,0.835,0.000222839,0.000222839,0.000222839
648,509.553,0.43663,0.46799,0.8654,0.8996,0.96888,0.98263,0.90171,0.38292,0.46603,0.83326,0.000221464,0.000221464,0.000221464
649,510.354,0.41568,0.50558,0.8529,0.8996,0.96888,0.98263,0.90171,0.38292,0.46603,0.83326,0.000220089,0.000220089,0.000220089
650,511.109,0.49127,0.515,0.88423,0.8996,0.96888,0.98263,0.90171,0.38292,0.46603,0.83326,0.000218714,0.000218714,0.000218714
651,511.869,0.4367,0.47649,0.86304,0.8996,0.96888,0.98263,0.90171,0.38292,0.46603,0.83326,0.000217339,0.000217339,0.000217339
652,512.669,0.37507,0.44684,0.84039,0.93765,0.92011,0.98229,0.90395,0.37653,0.46248,0.83242,0.000215965,0.000215965,0.000215965
653,513.431,0.46509,0.49346,0.87916,0.93765,0.92011,0.98229,0.90395,0.37653,0.46248,0.83242,0.00021459,0.00021459,0.00021459
654,514.19,0.40793,0.51404,0.87507,0.93765,0.92011,0.98229,0.90395,0.37653,0.46248,0.83242,0.000213215,0.000213215,0.000213215
655,514.982,0.42072,0.51281,0.85924,0.93765,0.92011,0.98229,0.90395,0.37653,0.46248,0.83242,0.00021184,0.00021184,0.00021184
656,515.748,0.39139,0.47542,0.88385,0.92814,0.92826,0.98289,0.90365,0.375,0.45908,0.83212,0.000210465,0.000210465,0.000210465
657,516.517,0.48345,0.47273,0.86393,0.92814,0.92826,0.98289,0.90365,0.375,0.45908,0.83212,0.00020909,0.00020909,0.00020909
658,517.289,0.48966,0.51278,0.85196,0.92814,0.92826,0.98289,0.90365,0.375,0.45908,0.83212,0.000207715,0.000207715,0.000207715
659,518.057,0.49156,0.59377,0.8548,0.92814,0.92826,0.98289,0.90365,0.375,0.45908,0.83212,0.00020634,0.00020634,0.00020634
660,518.853,0.43849,0.50127,0.86347,0.94688,0.91487,0.98313,0.90508,0.3785,0.45882,0.83267,0.000204966,0.000204966,0.000204966
661,519.622,0.48805,0.50041,0.88184,0.94688,0.91487,0.98313,0.90508,0.3785,0.45882,0.83267,0.000203591,0.000203591,0.000203591
662,520.39,0.49876,0.51663,0.88986,0.94688,0.91487,0.98313,0.90508,0.3785,0.45882,0.83267,0.000202216,0.000202216,0.000202216
663,521.151,0.50447,0.53802,0.87311,0.94688,0.91487,0.98313,0.90508,0.3785,0.45882,0.83267,0.000200841,0.000200841,0.000200841
664,521.943,0.47413,0.50011,0.88512,0.94144,0.92212,0.98483,0.90358,0.37993,0.45853,0.83264,0.000199466,0.000199466,0.000199466
665,522.718,0.51677,0.56134,0.85512,0.94144,0.92212,0.98483,0.90358,0.37993,0.45853,0.83264,0.000198091,0.000198091,0.000198091
666,523.479,0.42706,0.54559,0.84729,0.94144,0.92212,0.98483,0.90358,0.37993,0.45853,0.83264,0.000196716,0.000196716,0.000196716
667,524.231,0.4207,0.50153,0.87713,0.94144,0.92212,0.98483,0.90358,0.37993,0.45853,0.83264,0.000195342,0.000195342,0.000195342
668,525.006,0.49922,0.53114,0.90908,0.94297,0.92006,0.98461,0.90479,0.37357,0.45715,0.83127,0.000193967,0.000193967,0.000193967
669,525.763,0.43115,0.51861,0.86047,0.94297,0.92006,0.98461,0.90479,0.37357,0.45715,0.83127,0.000192592,0.000192592,0.000192592
670,526.536,0.47069,0.51414,0.87714,0.94297,0.92006,0.98461,0.90479,0.37357,0.45715,0.83127,0.000191217,0.000191217,0.000191217
671,527.301,0.43703,0.49627,0.85326,0.94297,0.92006,0.98461,0.90479,0.37357,0.45715,0.83127,0.000189842,0.000189842,0.000189842
672,528.104,0.4462,0.50708,0.85027,0.94088,0.926,0.9848,0.90626,0.37178,0.45198,0.83062,0.000188467,0.000188467,0.000188467
673,528.89,0.50414,0.54817,0.86597,0.94088,0.926,0.9848,0.90626,0.37178,0.45198,0.83062,0.000187092,0.000187092,0.000187092
674,529.653,0.46303,0.52898,0.86636,0.94088,0.926,0.9848,0.90626,0.37178,0.45198,0.83062,0.000185718,0.000185718,0.000185718
675,530.42,0.45386,0.47012,0.86373,0.94088,0.926,0.9848,0.90626,0.37178,0.45198,0.83062,0.000184343,0.000184343,0.000184343
676,531.169,0.40217,0.46668,0.88971,0.95423,0.94806,0.98583,0.91062,0.37408,0.45191,0.83125,0.000182968,0.000182968,0.000182968
677,531.951,0.46377,0.53461,0.86024,0.95423,0.94806,0.98583,0.91062,0.37408,0.45191,0.83125,0.000181593,0.000181593,0.000181593
678,532.743,0.41992,0.48867,0.8609,0.95423,0.94806,0.98583,0.91062,0.37408,0.45191,0.83125,0.000180218,0.000180218,0.000180218
679,533.53,0.51301,0.53993,0.85534,0.95423,0.94806,0.98583,0.91062,0.37408,0.45191,0.83125,0.000178843,0.000178843,0.000178843
680,534.335,0.46662,0.50343,0.8539,0.95131,0.94777,0.98315,0.90804,0.37558,0.45009,0.83209,0.000177468,0.000177468,0.000177468
681,535.097,0.44067,0.53982,0.85047,0.95131,0.94777,0.98315,0.90804,0.37558,0.45009,0.83209,0.000176094,0.000176094,0.000176094
682,535.879,0.4594,0.5146,0.86975,0.95131,0.94777,0.98315,0.90804,0.37558,0.45009,0.83209,0.000174719,0.000174719,0.000174719
683,536.647,0.46376,0.53836,0.87068,0.95131,0.94777,0.98315,0.90804,0.37558,0.45009,0.83209,0.000173344,0.000173344,0.000173344
684,537.446,0.40318,0.45495,0.83335,0.96439,0.93351,0.98539,0.90968,0.37461,0.448,0.83176,0.000171969,0.000171969,0.000171969
685,538.199,0.39529,0.46728,0.86303,0.96439,0.93351,0.98539,0.90968,0.37461,0.448,0.83176,0.000170594,0.000170594,0.000170594
686,538.951,0.41539,0.51853,0.88148,0.96439,0.93351,0.98539,0.90968,0.37461,0.448,0.83176,0.000169219,0.000169219,0.000169219
687,539.713,0.48828,0.55002,0.85417,0.96439,0.93351,0.98539,0.90968,0.37461,0.448,0.83176,0.000167844,0.000167844,0.000167844
688,540.486,0.44048,0.51203,0.85569,0.97323,0.9163,0.98468,0.9075,0.37297,0.44923,0.8311,0.000166469,0.000166469,0.000166469
689,541.26,0.49101,0.53661,0.85713,0.97323,0.9163,0.98468,0.9075,0.37297,0.44923,0.8311,0.000165095,0.000165095,0.000165095
690,542.032,0.43406,0.51416,0.85574,0.97323,0.9163,0.98468,0.9075,0.37297,0.44923,0.8311,0.00016372,0.00016372,0.00016372
691,542.792,0.44684,0.50463,0.85156,0.97323,0.9163,0.98468,0.9075,0.37297,0.44923,0.8311,0.000162345,0.000162345,0.000162345
692,543.598,0.48001,0.50355,0.88429,0.92087,0.95509,0.98149,0.90283,0.37143,0.45106,0.83024,0.00016097,0.00016097,0.00016097
693,544.351,0.4545,0.50433,0.85809,0.92087,0.95509,0.98149,0.90283,0.37143,0.45106,0.83024,0.000159595,0.000159595,0.000159595
694,545.109,0.47519,0.55638,0.90884,0.92087,0.95509,0.98149,0.90283,0.37143,0.45106,0.83024,0.00015822,0.00015822,0.00015822
695,545.855,0.46623,0.52352,0.88342,0.92087,0.95509,0.98149,0.90283,0.37143,0.45106,0.83024,0.000156845,0.000156845,0.000156845
696,546.623,0.43661,0.51705,0.86781,0.96817,0.91321,0.98411,0.90946,0.36674,0.45456,0.82917,0.000155471,0.000155471,0.000155471
697,547.391,0.45041,0.51734,0.84462,0.96817,0.91321,0.98411,0.90946,0.36674,0.45456,0.82917,0.000154096,0.000154096,0.000154096
698,548.178,0.46704,0.49166,0.86024,0.96817,0.91321,0.98411,0.90946,0.36674,0.45456,0.82917,0.000152721,0.000152721,0.000152721
699,548.961,0.52114,0.54452,0.85442,0.96817,0.91321,0.98411,0.90946,0.36674,0.45456,0.82917,0.000151346,0.000151346,0.000151346
700,549.746,0.42581,0.48552,0.8528,0.92692,0.93922,0.97967,0.91006,0.36433,0.4547,0.82828,0.000149971,0.000149971,0.000149971
701,550.498,0.41902,0.46906,0.86473,0.92692,0.93922,0.97967,0.91006,0.36433,0.4547,0.82828,0.000148596,0.000148596,0.000148596
702,551.26,0.40159,0.49064,0.87016,0.92692,0.93922,0.97967,0.91006,0.36433,0.4547,0.82828,0.000147221,0.000147221,0.000147221
703,552.056,0.50551,0.55075,0.84713,0.92692,0.93922,0.97967,0.91006,0.36433,0.4547,0.82828,0.000145847,0.000145847,0.000145847
704,552.851,0.36542,0.4863,0.85069,0.99255,0.89063,0.98221,0.91202,0.36403,0.45738,0.82803,0.000144472,0.000144472,0.000144472
705,553.615,0.47107,0.51759,0.84705,0.99255,0.89063,0.98221,0.91202,0.36403,0.45738,0.82803,0.000143097,0.000143097,0.000143097
706,554.404,0.42228,0.50452,0.87663,0.99255,0.89063,0.98221,0.91202,0.36403,0.45738,0.82803,0.000141722,0.000141722,0.000141722
707,555.179,0.37717,0.47233,0.84989,0.99255,0.89063,0.98221,0.91202,0.36403,0.45738,0.82803,0.000140347,0.000140347,0.000140347
708,555.984,0.49166,0.53713,0.893,1,0.89103,0.98144,0.9136,0.36553,0.45814,0.82819,0.000138972,0.000138972,0.000138972
709,556.76,0.45412,0.50762,0.86626,1,0.89103,0.98144,0.9136,0.36553,0.45814,0.82819,0.000137597,0.000137597,0.000137597
710,557.526,0.42235,0.49761,0.86918,1,0.89103,0.98144,0.9136,0.36553,0.45814,0.82819,0.000136222,0.000136222,0.000136222
711,558.303,0.40827,0.49507,0.86451,1,0.89103,0.98144,0.9136,0.36553,0.45814,0.82819,0.000134848,0.000134848,0.000134848
712,559.088,0.45058,0.55817,0.89116,0.99187,0.89721,0.98129,0.91245,0.36735,0.45764,0.82882,0.000133473,0.000133473,0.000133473
713,559.834,0.461,0.5527,0.85799,0.99187,0.89721,0.98129,0.91245,0.36735,0.45764,0.82882,0.000132098,0.000132098,0.000132098
714,560.586,0.43187,0.48065,0.84034,0.99187,0.89721,0.98129,0.91245,0.36735,0.45764,0.82882,0.000130723,0.000130723,0.000130723
715,561.333,0.43875,0.4702,0.85942,0.99187,0.89721,0.98129,0.91245,0.36735,0.45764,0.82882,0.000129348,0.000129348,0.000129348
716,562.106,0.42761,0.49438,0.86565,0.93111,0.92478,0.97753,0.90978,0.36637,0.45468,0.82827,0.000127973,0.000127973,0.000127973
717,562.85,0.41566,0.46605,0.85387,0.93111,0.92478,0.97753,0.90978,0.36637,0.45468,0.82827,0.000126598,0.000126598,0.000126598
718,563.596,0.42385,0.46096,0.84496,0.93111,0.92478,0.97753,0.90978,0.36637,0.45468,0.82827,0.000125224,0.000125224,0.000125224
719,564.347,0.43103,0.4825,0.86544,0.93111,0.92478,0.97753,0.90978,0.36637,0.45468,0.82827,0.000123849,0.000123849,0.000123849
720,565.101,0.39732,0.5273,0.86553,0.9816,0.90498,0.9814,0.91488,0.36091,0.45079,0.82776,0.000122474,0.000122474,0.000122474
721,565.867,0.52557,0.57863,0.87803,0.9816,0.90498,0.9814,0.91488,0.36091,0.45079,0.82776,0.000121099,0.000121099,0.000121099
722,566.635,0.51786,0.54425,0.88536,0.9816,0.90498,0.9814,0.91488,0.36091,0.45079,0.82776,0.000119724,0.000119724,0.000119724
723,567.426,0.43277,0.49739,0.84518,0.9816,0.90498,0.9814,0.91488,0.36091,0.45079,0.82776,0.000118349,0.000118349,0.000118349
724,568.224,0.44586,0.48287,0.84576,0.91497,0.95186,0.98022,0.91335,0.35687,0.45055,0.82661,0.000116974,0.000116974,0.000116974
725,568.981,0.46058,0.48366,0.88013,0.91497,0.95186,0.98022,0.91335,0.35687,0.45055,0.82661,0.0001156,0.0001156,0.0001156
726,569.738,0.46797,0.50685,0.85026,0.91497,0.95186,0.98022,0.91335,0.35687,0.45055,0.82661,0.000114225,0.000114225,0.000114225
727,570.49,0.44412,0.57069,0.8536,0.91497,0.95186,0.98022,0.91335,0.35687,0.45055,0.82661,0.00011285,0.00011285,0.00011285
728,571.248,0.46534,0.51005,0.86071,0.90855,0.96012,0.97995,0.91372,0.35681,0.45066,0.82587,0.000111475,0.000111475,0.000111475
729,572.008,0.41324,0.51529,0.86906,0.90855,0.96012,0.97995,0.91372,0.35681,0.45066,0.82587,0.0001101,0.0001101,0.0001101
730,572.761,0.41534,0.49035,0.86722,0.90855,0.96012,0.97995,0.91372,0.35681,0.45066,0.82587,0.000108725,0.000108725,0.000108725
731,573.514,0.4283,0.49636,0.85399,0.90855,0.96012,0.97995,0.91372,0.35681,0.45066,0.82587,0.00010735,0.00010735,0.00010735
732,574.277,0.46194,0.54333,0.88749,0.90407,0.96556,0.98227,0.91255,0.35495,0.44869,0.82529,0.000105976,0.000105976,0.000105976
733,575.024,0.35625,0.49322,0.84678,0.90407,0.96556,0.98227,0.91255,0.35495,0.44869,0.82529,0.000104601,0.000104601,0.000104601
734,575.774,0.42886,0.50405,0.84819,0.90407,0.96556,0.98227,0.91255,0.35495,0.44869,0.82529,0.000103226,0.000103226,0.000103226
735,576.527,0.43515,0.46861,0.86562,0.90407,0.96556,0.98227,0.91255,0.35495,0.44869,0.82529,0.000101851,0.000101851,0.000101851
736,577.305,0.46565,0.52417,0.87872,0.94994,0.94707,0.98429,0.91491,0.35265,0.44595,0.82503,0.000100476,0.000100476,0.000100476
737,578.084,0.47053,0.48819,0.84489,0.94994,0.94707,0.98429,0.91491,0.35265,0.44595,0.82503,9.91012e-05,9.91012e-05,9.91012e-05
738,578.858,0.39916,0.53225,0.84867,0.94994,0.94707,0.98429,0.91491,0.35265,0.44595,0.82503,9.77263e-05,9.77263e-05,9.77263e-05
739,579.757,0.47718,0.49781,0.84893,0.94994,0.94707,0.98429,0.91491,0.35265,0.44595,0.82503,9.63515e-05,9.63515e-05,9.63515e-05
740,580.544,0.38743,0.48727,0.88464,0.94208,0.95315,0.98477,0.91573,0.35263,0.44376,0.82513,9.49766e-05,9.49766e-05,9.49766e-05
741,581.348,0.47522,0.49159,0.8567,0.94208,0.95315,0.98477,0.91573,0.35263,0.44376,0.82513,9.36017e-05,9.36017e-05,9.36017e-05
742,582.15,0.4417,0.4795,0.81992,0.94208,0.95315,0.98477,0.91573,0.35263,0.44376,0.82513,9.22269e-05,9.22269e-05,9.22269e-05
743,582.956,0.45191,0.51034,0.84605,0.94208,0.95315,0.98477,0.91573,0.35263,0.44376,0.82513,9.0852e-05,9.0852e-05,9.0852e-05
744,583.761,0.40304,0.5004,0.89529,0.9363,0.95737,0.98418,0.91727,0.3533,0.44291,0.82505,8.94772e-05,8.94772e-05,8.94772e-05
745,584.553,0.36055,0.49863,0.87441,0.9363,0.95737,0.98418,0.91727,0.3533,0.44291,0.82505,8.81023e-05,8.81023e-05,8.81023e-05
