epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1650.1,0.65313,0.84881,0.96735,0.90264,0.91444,0.97105,0.84477,0.58526,0.72978,0.90412,0.000121099,0.000121099,0.000121099
182,1670.7,0.70459,1.07191,0.96231,0.93504,0.89024,0.9708,0.84621,0.57675,0.72349,0.90206,0.0001156,0.0001156,0.0001156
183,1681.37,0.62686,0.80752,0.95433,0.93504,0.89024,0.9708,0.84621,0.57675,0.72349,0.90206,0.0001101,0.0001101,0.0001101
184,1694.32,0.68786,0.84451,0.97885,0.93504,0.89024,0.9708,0.84621,0.57675,0.72349,0.90206,0.000104601,0.000104601,0.000104601
185,1707.87,0.74539,0.94279,1.02118,0.93504,0.89024,0.9708,0.84621,0.57675,0.72349,0.90206,9.91012e-05,9.91012e-05,9.91012e-05
186,1723.15,0.67431,0.81493,0.99171,0.92793,0.90071,0.96872,0.84154,0.5749,0.72109,0.90176,9.36017e-05,9.36017e-05,9.36017e-05
187,1736.13,0.70907,0.85177,1.01297,0.92793,0.90071,0.96872,0.84154,0.5749,0.72109,0.90176,8.81023e-05,8.81023e-05,8.81023e-05
188,1746.83,0.7001,0.82224,0.99631,0.92793,0.90071,0.96872,0.84154,0.5749,0.72109,0.90176,8.26028e-05,8.26028e-05,8.26028e-05
189,1758.39,0.65163,0.8357,0.92406,0.92793,0.90071,0.96872,0.84154,0.5749,0.72109,0.90176,7.71034e-05,7.71034e-05,7.71034e-05
190,1769.77,0.61315,0.7715,0.97476,0.92459,0.90455,0.9716,0.85025,0.57202,0.71895,0.90097,7.1604e-05,7.1604e-05,7.1604e-05
191,1778.49,0.71004,0.98653,0.91171,0.92459,0.90455,0.9716,0.85025,0.57202,0.71895,0.90097,6.61045e-05,6.61045e-05,6.61045e-05
192,1786.66,0.66378,0.83966,0.93599,0.92459,0.90455,0.9716,0.85025,0.57202,0.71895,0.90097,6.06051e-05,6.06051e-05,6.06051e-05
193,1796.13,0.69263,0.89274,0.93406,0.92459,0.90455,0.9716,0.85025,0.57202,0.71895,0.90097,5.51056e-05,5.51056e-05,5.51056e-05
194,1805.02,0.72864,0.84683,0.97395,0.8939,0.92679,0.9688,0.84479,0.57297,0.71218,0.89943,4.96062e-05,4.96062e-05,4.96062e-05
195,1813.83,0.7229,0.91007,1.03116,0.8939,0.92679,0.9688,0.84479,0.57297,0.71218,0.89943,4.41067e-05,4.41067e-05,4.41067e-05
196,1821.6,0.68433,0.89949,0.99794,0.8939,0.92679,0.9688,0.84479,0.57297,0.71218,0.89943,3.86073e-05,3.86073e-05,3.86073e-05
197,1831.61,0.65364,0.99643,0.94596,0.8939,0.92679,0.9688,0.84479,0.57297,0.71218,0.89943,3.31078e-05,3.31078e-05,3.31078e-05
198,1843.43,0.7066,0.84761,1.01195,0.88102,0.93911,0.96853,0.84195,0.57447,0.71181,0.90033,2.76084e-05,2.76084e-05,2.76084e-05
199,1853.73,0.63789,0.82073,0.90724,0.88102,0.93911,0.96853,0.84195,0.57447,0.71181,0.90033,2.21089e-05,2.21089e-05,2.21089e-05
200,1861.91,0.64218,0.87093,0.91486,0.88102,0.93911,0.96853,0.84195,0.57447,0.71181,0.90033,1.66095e-05,1.66095e-05,1.66095e-05
